Time, Ambient, Target, Weight
2184, 34.27, 38.87, 1097964.00
2185, 34.29, 38.89, 1097888.00
2185, 34.27, 38.85, 1097955.00
2186, 34.29, 38.71, 1098056.00
2187, 34.29, 38.79, 1097917.00
2188, 34.25, 38.75, 1097992.00
2189, 34.27, 38.81, 1097928.00
2190, 34.25, 38.85, 1097950.00
2190, 34.27, 38.71, 1097895.00
2191, 34.25, 38.71, 1097893.00
2192, 34.25, 38.87, 1097953.00
2193, 34.25, 38.79, 1097971.00
2194, 34.23, 38.75, 1097938.00
2195, 34.23, 38.75, 1097884.00
2195, 34.23, 38.75, 1097875.00
2196, 34.21, 38.71, 1097906.00
2197, 34.21, 38.79, 1097977.00
2198, 34.25, 38.71, 1097941.00
2199, 34.25, 38.79, 1097926.00
2200, 34.23, 38.75, 1098037.00
2200, 34.23, 38.71, 1097930.00
2201, 34.23, 38.69, 1097882.00
2202, 34.17, 38.71, 1097960.00
2203, 34.23, 38.77, 1097970.00
2204, 34.21, 38.77, 1098005.00
2205, 34.21, 38.69, 1097986.00
2205, 34.23, 38.69, 1097983.00
2206, 34.23, 38.71, 1097980.00
2207, 34.17, 38.71, 1097904.00
2208, 34.17, 38.67, 1097927.00
2209, 34.23, 38.75, 1098021.00
2210, 34.17, 38.79, 1097961.00
2210, 34.17, 38.79, 1097943.00
2211, 34.21, 38.69, 1097972.00
2212, 34.17, 38.63, 1097983.00
2213, 34.21, 38.67, 1097954.00
2214, 34.21, 38.53, 1097965.00
2215, 34.17, 38.67, 1097916.00
2215, 34.21, 38.69, 1097875.00
2216, 34.17, 38.55, 1097890.00
2217, 34.21, 38.63, 1098018.00
2218, 34.21, 38.63, 1097943.00
2219, 34.17, 38.63, 1097879.00
2220, 34.17, 38.59, 1097954.00
2220, 34.17, 38.61, 1097940.00
2221, 34.17, 38.55, 1097918.00
2222, 34.15, 38.63, 1097957.00
2223, 34.15, 38.49, 1097977.00
2224, 34.15, 38.67, 1098012.00
2225, 34.17, 38.69, 1097973.00
2226, 34.15, 38.51, 1097958.00
2226, 34.17, 38.37, 1097975.00
2227, 34.15, 38.43, 1097994.00
2228, 34.13, 38.33, 1097843.00
2229, 34.11, 38.41, 1098007.00
2230, 34.13, 38.43, 1097920.00
2231, 34.11, 38.45, 1097897.00
2231, 34.09, 38.41, 1097994.00
2232, 34.13, 38.43, 1097817.00
2233, 34.11, 38.49, 1097893.00
2234, 34.11, 38.45, 1098067.00
2235, 34.09, 38.49, 1097900.00
2236, 34.11, 38.45, 1097820.00
2236, 34.11, 38.51, 1097854.00
2237, 34.09, 38.45, 1097946.00
2238, 34.11, 38.43, 1097826.00
2239, 34.11, 38.41, 1097978.00
2240, 34.09, 38.43, 1098001.00
2241, 34.09, 38.35, 1097927.00
2241, 34.11, 38.41, 1097868.00
2242, 34.09, 38.33, 1097897.00
2243, 34.07, 38.37, 1097988.00
2244, 34.11, 38.37, 1097946.00
2245, 34.07, 38.29, 1097968.00
2246, 34.07, 38.41, 1097909.00
2246, 34.05, 38.49, 1098014.00
2247, 34.09, 38.59, 1097849.00
2248, 34.05, 38.37, 1097890.00
2249, 34.07, 38.43, 1097965.00
2250, 34.05, 38.33, 1097966.00
2251, 34.09, 38.27, 1097901.00
2251, 34.07, 38.21, 1097783.00
2252, 34.07, 38.17, 1097789.00
2253, 34.05, 38.19, 1097837.00
2254, 34.03, 38.25, 1097902.00
2255, 34.03, 38.33, 1097847.00
2256, 34.05, 38.27, 1097768.00
2256, 34.05, 38.21, 1097770.00
2257, 34.05, 38.21, 1097885.00
2258, 34.05, 38.25, 1097887.00
2259, 34.01, 38.21, 1097701.00
2260, 34.05, 38.25, 1097786.00
2261, 34.03, 38.25, 1097754.00
2261, 34.03, 38.21, 1097732.00
2262, 34.03, 38.13, 1097767.00
2263, 34.01, 38.13, 1097807.00
2264, 33.99, 38.13, 1097883.00
2265, 33.95, 38.25, 1097803.00
2266, 34.03, 38.17, 1097839.00
2266, 33.99, 38.21, 1097802.00
2267, 34.03, 38.25, 1097827.00
2268, 33.99, 38.29, 1097833.00
2269, 34.01, 38.37, 1097952.00
2270, 34.01, 38.27, 1097802.00
2271, 34.01, 38.21, 1097849.00
2271, 34.01, 38.21, 1097739.00
2272, 34.01, 38.13, 1097815.00
2273, 33.95, 38.11, 1097753.00
2274, 33.99, 38.13, 1097831.00
2275, 33.99, 38.13, 1097734.00
2276, 33.93, 38.13, 1097873.00
2277, 34.01, 38.03, 1097742.00
2277, 33.95, 38.01, 1097798.00
2278, 33.93, 38.27, 1097799.00
2279, 33.95, 38.33, 1097799.00
2280, 33.99, 38.33, 1097725.00
2281, 33.99, 38.17, 1097761.00
2282, 33.95, 38.11, 1097754.00
2282, 33.99, 38.29, 1097867.00
2283, 33.99, 38.19, 1097848.00
2284, 33.99, 38.05, 1097815.00
2285, 33.95, 38.03, 1097892.00
2286, 34.01, 38.03, 1097730.00
2287, 33.93, 37.91, 1097770.00
2287, 33.95, 37.87, 1097796.00
2288, 33.93, 37.93, 1097669.00
2289, 33.93, 37.85, 1097841.00
2290, 33.91, 37.85, 1097768.00
2291, 33.95, 37.99, 1097736.00
2292, 33.91, 37.99, 1097691.00
2292, 33.93, 37.99, 1097766.00
2293, 33.91, 37.83, 1097742.00
2294, 33.91, 37.83, 1097698.00
2295, 33.87, 37.91, 1097730.00
2296, 33.91, 37.93, 1097699.00
2297, 33.87, 37.93, 1097724.00
2297, 33.91, 37.83, 1097858.00
2298, 33.89, 37.83, 1097740.00
2299, 33.89, 37.87, 1097869.00
2300, 33.87, 37.95, 1097884.00
2301, 33.89, 37.93, 1097758.00
2302, 33.87, 37.87, 1097697.00
2302, 33.87, 37.79, 1097762.00
2303, 33.87, 37.87, 1097749.00
2304, 33.87, 37.93, 1097687.00
2305, 33.85, 37.85, 1097648.00
2306, 33.85, 37.93, 1097675.00
2307, 33.89, 37.83, 1097710.00
2307, 33.87, 37.91, 1097781.00
2308, 33.87, 37.91, 1097803.00
2309, 33.85, 37.77, 1097812.00
2310, 33.85, 37.79, 1097769.00
2311, 33.83, 37.75, 1097739.00
2312, 33.85, 37.75, 1097633.00
2312, 33.87, 37.79, 1097769.00
2313, 33.83, 37.77, 1097686.00
2314, 33.85, 37.75, 1097794.00
2315, 33.83, 37.77, 1097902.00
2316, 33.83, 37.83, 1097864.00
2317, 33.83, 37.83, 1097902.00
2317, 33.81, 37.77, 1097899.00
2318, 33.83, 37.85, 1097802.00
2319, 33.83, 37.69, 1097726.00
2320, 33.81, 37.55, 1097859.00
2321, 33.83, 37.61, 1097809.00
2322, 33.81, 37.61, 1097840.00
2322, 33.81, 37.59, 1097826.00
2323, 33.81, 37.67, 1097855.00
2324, 33.79, 37.69, 1097750.00
2325, 33.81, 37.59, 1097769.00
2326, 33.79, 37.63, 1097803.00
2327, 33.79, 37.59, 1102132.00
2328, 33.81, 37.63, 1097962.00
2328, 33.81, 37.67, 1097929.00
2329, 33.79, 37.59, 1097730.00
2330, 33.77, 37.53, 1097746.00
2331, 33.79, 37.59, 1097734.00
2332, 33.77, 37.55, 1097779.00
2333, 33.77, 37.53, 1097778.00
2333, 33.79, 37.55, 1097869.00
2334, 33.73, 37.61, 1097775.00
2335, 33.77, 37.71, 1097727.00
2336, 33.77, 37.71, 1097774.00
2337, 33.73, 37.67, 1097776.00
2338, 33.77, 37.71, 1097841.00
2338, 33.79, 37.63, 1097692.00
2339, 33.73, 37.69, 1097800.00
2340, 33.81, 37.71, 1097806.00
2341, 33.79, 37.77, 1097680.00
2342, 33.79, 37.69, 1097663.00
2343, 33.79, 37.53, 1097690.00
2343, 33.77, 37.41, 1097800.00
2344, 33.79, 37.41, 1097798.00
2345, 33.81, 37.61, 1097850.00
2346, 33.79, 37.59, 1097830.00
2347, 33.79, 37.53, 1097698.00
2348, 33.79, 37.53, 1097800.00
2348, 33.79, 37.53, 1097789.00
2349, 33.79, 37.51, 1097719.00
2350, 33.79, 37.51, 1097735.00
2351, 33.77, 37.49, 1097824.00
2352, 33.77, 37.49, 1097819.00
2353, 33.77, 37.51, 1097708.00
2353, 33.73, 37.49, 1097737.00
2354, 33.79, 37.51, 1097761.00
2355, 33.77, 37.51, 1097710.00
2356, 33.77, 37.43, 1097735.00
2357, 33.77, 37.43, 1097757.00
2358, 33.77, 37.55, 1097752.00
2358, 33.71, 37.35, 1097828.00
2359, 33.73, 37.43, 1097796.00
2360, 33.79, 37.29, 1097775.00
2361, 33.77, 37.37, 1097748.00
2362, 33.73, 37.35, 1097814.00
2363, 33.71, 37.35, 1097782.00
2363, 33.71, 37.37, 1097836.00
2364, 33.71, 37.45, 1097736.00
2365, 33.77, 37.41, 1097770.00
2366, 33.71, 37.37, 1097745.00
2367, 33.73, 37.45, 1097801.00
2368, 33.71, 37.41, 1097804.00
2368, 33.71, 37.35, 1097815.00
2369, 33.73, 37.35, 1097820.00
2370, 33.71, 37.49, 1097819.00
2371, 33.71, 37.45, 1097830.00
2372, 33.71, 37.37, 1097908.00
2373, 33.71, 37.27, 1097956.00
2373, 33.71, 37.27, 1097956.00
2374, 33.69, 37.27, 1097823.00
2375, 33.67, 37.29, 1097923.00
2376, 33.71, 37.45, 1097918.00
2377, 33.71, 37.45, 1097922.00
2378, 33.71, 37.43, 1097958.00
2379, 33.69, 37.41, 1097785.00
2379, 33.71, 37.37, 1097974.00
2380, 33.69, 37.41, 1097916.00
2381, 33.73, 37.45, 1097871.00
2382, 33.73, 37.29, 1097871.00
2383, 33.69, 37.33, 1097938.00
2384, 33.69, 37.35, 1097833.00
2384, 33.71, 37.41, 1097930.00
2385, 33.73, 37.41, 1097860.00
2386, 33.71, 37.35, 1097805.00
2387, 33.69, 37.29, 1097924.00
2388, 33.73, 37.25, 1097925.00
2389, 33.71, 37.27, 1097903.00
2389, 33.69, 37.29, 1097871.00
2390, 33.71, 37.27, 1097980.00
2391, 33.71, 37.27, 1097957.00
2392, 33.71, 37.21, 1097963.00
2393, 33.69, 37.27, 1098027.00
2394, 33.69, 37.11, 1097869.00
2394, 33.71, 37.19, 1097975.00
2395, 33.67, 37.13, 1097871.00
2396, 33.69, 37.17, 1098040.00
2397, 33.69, 37.17, 1097981.00
2398, 33.71, 37.19, 1097918.00
2399, 33.67, 37.13, 1097946.00
2399, 33.71, 37.17, 1097986.00
2400, 33.69, 37.05, 1097874.00
2401, 33.69, 37.13, 1097883.00
2402, 33.69, 37.17, 1098045.00
2403, 33.71, 37.09, 1097954.00
2404, 33.67, 37.21, 1097960.00
2404, 33.67, 37.17, 1097901.00
2405, 33.69, 37.11, 1097926.00
2406, 33.65, 37.09, 1097860.00
2407, 33.67, 37.19, 1097971.00
2408, 33.69, 37.09, 1097885.00
2409, 33.69, 37.05, 1097865.00
2409, 33.67, 37.03, 1097929.00
2410, 33.67, 37.19, 1097940.00
2411, 33.65, 37.17, 1097998.00
2412, 33.67, 37.09, 1098046.00
2413, 33.67, 36.97, 1097930.00
2414, 33.65, 36.93, 1097944.00
2414, 33.67, 36.97, 1097917.00
2415, 33.65, 36.97, 1097780.00
2416, 33.63, 37.03, 1097845.00
2417, 33.63, 37.01, 1097900.00
2418, 33.63, 37.01, 1097959.00
2419, 33.61, 36.97, 1097861.00
2419, 33.65, 37.01, 1097903.00
2420, 33.61, 36.81, 1097861.00
2421, 33.63, 36.97, 1097843.00
2422, 33.61, 36.93, 1097807.00
2423, 33.59, 36.87, 1097872.00
2424, 33.61, 36.81, 1097831.00
2424, 33.59, 36.85, 1097979.00
2425, 33.63, 37.01, 1097841.00
2426, 33.59, 36.95, 1097713.00
2427, 33.63, 36.95, 1097874.00
2428, 33.59, 36.79, 1097753.00
2429, 33.61, 36.93, 1097841.00
2429, 33.61, 36.89, 1097886.00
2430, 33.61, 36.97, 1097891.00
2431, 33.61, 36.93, 1097829.00
2432, 33.59, 36.87, 1097930.00
2433, 33.61, 36.81, 1098013.00
2434, 33.57, 36.81, 1097846.00
2435, 33.57, 36.95, 1097893.00
2435, 33.57, 36.87, 1097823.00
2436, 33.59, 36.89, 1097926.00
2437, 33.57, 36.87, 1097881.00
2438, 33.57, 36.89, 1097943.00
2439, 33.55, 36.93, 1097835.00
2440, 33.57, 36.85, 1097896.00
2440, 33.57, 36.73, 1097918.00
2441, 33.57, 36.77, 1097930.00
2442, 33.55, 36.81, 1097861.00
2443, 33.51, 36.69, 1097901.00
2444, 33.55, 36.81, 1097862.00
2445, 33.57, 36.71, 1097880.00
2445, 33.55, 36.77, 1097834.00
2446, 33.51, 36.69, 1097779.00
2447, 33.55, 36.69, 1097790.00
2448, 33.55, 36.71, 1097806.00
2449, 33.51, 36.81, 1097867.00
2450, 33.49, 36.87, 1097865.00
2450, 33.51, 36.73, 1097785.00
2451, 33.55, 36.69, 1097741.00
2452, 33.47, 36.31, 1097735.00
2453, 33.47, 36.63, 1097783.00
2454, 33.51, 36.71, 1097857.00
2455, 33.47, 36.77, 1097835.00
2455, 33.47, 36.69, 1097764.00
2456, 33.45, 36.63, 1097791.00
2457, 33.47, 36.79, 1097824.00
2458, 33.47, 36.63, 1097704.00
2459, 33.45, 36.71, 1097693.00
2460, 33.45, 36.61, 1097677.00
2460, 33.45, 36.45, 1097805.00
2461, 33.45, 36.63, 1097724.00
2462, 33.45, 36.71, 1097837.00
2463, 33.45, 36.65, 1097844.00
2464, 33.43, 36.57, 1097789.00
2465, 33.45, 36.57, 1097761.00
2465, 33.41, 36.57, 1097747.00
2466, 33.43, 36.57, 1097786.00
2467, 33.43, 36.47, 1097705.00
2468, 33.41, 36.53, 1097756.00
2469, 33.43, 36.39, 1097934.00
2470, 33.41, 36.45, 1097847.00
2470, 33.41, 36.39, 1097836.00
2471, 33.41, 36.39, 1097853.00
2472, 33.41, 36.49, 1097920.00
2473, 33.37, 36.39, 1097978.00
2474, 33.39, 36.39, 1097833.00
2475, 33.39, 36.55, 1097849.00
2475, 33.39, 36.53, 1097925.00
2476, 33.37, 36.47, 1097915.00
2477, 33.39, 36.55, 1097935.00
2478, 33.39, 36.53, 1097804.00
2479, 33.41, 36.55, 1097932.00
2480, 33.35, 36.57, 1097812.00
2480, 33.37, 36.41, 1097888.00
2481, 33.39, 36.31, 1097814.00
2482, 33.37, 36.39, 1097809.00
2483, 33.37, 36.39, 1097966.00
2484, 33.35, 36.33, 1097829.00
2485, 33.37, 36.39, 1097897.00
2486, 33.35, 36.49, 1097810.00
2486, 33.37, 36.39, 1097857.00
2487, 33.35, 36.41, 1097879.00
2488, 33.35, 36.37, 1097903.00
2489, 33.35, 36.39, 1097808.00
2490, 33.35, 36.45, 1097742.00
2491, 33.35, 36.41, 1097820.00
2491, 33.35, 36.37, 1097954.00
2492, 33.33, 36.41, 1097896.00
2493, 33.35, 36.33, 1097862.00
2494, 33.35, 36.37, 1097893.00
2495, 33.35, 36.31, 1097842.00
2496, 33.33, 36.37, 1097853.00
2496, 33.29, 36.29, 1097857.00
2497, 33.35, 36.23, 1097857.00
2498, 33.33, 36.25, 1097799.00
2499, 33.29, 36.23, 1097837.00
2500, 33.35, 36.21, 1097849.00
2501, 33.29, 36.23, 1097810.00
2501, 33.33, 36.31, 1097733.00
2502, 33.29, 36.17, 1097764.00
2503, 33.29, 36.29, 1097812.00
2504, 33.29, 36.33, 1097820.00
2505, 33.27, 36.29, 1097764.00
2506, 33.27, 36.15, 1097761.00
2506, 33.29, 36.23, 1097747.00
2507, 33.29, 36.21, 1097782.00
2508, 33.25, 36.23, 1097802.00
2509, 33.27, 36.15, 1097706.00
2510, 33.25, 36.13, 1097699.00
2511, 33.27, 36.17, 1097823.00
2511, 33.29, 36.29, 1097771.00
2512, 33.25, 36.25, 1097782.00
2513, 33.27, 36.21, 1097760.00
2514, 33.23, 36.29, 1097659.00
2515, 33.25, 36.25, 1097812.00
2516, 33.25, 36.41, 1097750.00
2516, 33.29, 36.47, 1097732.00
2517, 33.27, 36.55, 1097823.00
2518, 33.29, 36.37, 1097714.00
2519, 33.27, 36.41, 1097769.00
2520, 33.25, 36.41, 1097846.00
2521, 33.27, 36.41, 1097718.00
2521, 33.29, 36.45, 1097664.00
2522, 33.29, 36.49, 1097826.00
2523, 33.33, 36.53, 1097825.00
2524, 33.29, 36.47, 1097961.00
2525, 33.33, 36.39, 1097838.00
2526, 33.29, 36.37, 1097848.00
2526, 33.33, 36.31, 1097858.00
2527, 33.33, 36.33, 1097806.00
2528, 33.29, 36.21, 1097814.00
2529, 33.29, 36.21, 1097669.00
2530, 33.29, 36.17, 1097851.00
2531, 33.29, 36.23, 1097748.00
2531, 33.33, 36.25, 1097756.00
2532, 33.29, 36.21, 1097743.00
2533, 33.33, 36.05, 1097771.00
2534, 33.25, 36.13, 1097930.00
2535, 33.33, 36.29, 1097854.00
2536, 33.29, 36.17, 1097783.00
2537, 33.27, 36.13, 1097754.00
2537, 33.27, 36.13, 1097956.00
2538, 33.25, 36.09, 1097795.00
2539, 33.27, 36.15, 1097796.00
2540, 33.27, 36.29, 1097731.00
2541, 33.25, 36.25, 1097704.00
2542, 33.25, 36.13, 1097686.00
2542, 33.25, 36.13, 1097716.00
2543, 33.27, 36.15, 1097747.00
2544, 33.25, 36.13, 1097674.00
2545, 33.27, 36.13, 1097683.00
2546, 33.29, 36.17, 1097690.00
2547, 33.23, 36.09, 1097679.00
2547, 33.25, 36.07, 1097706.00
2548, 33.27, 36.15, 1097865.00
2549, 33.25, 36.13, 1097687.00
2550, 33.21, 36.05, 1097709.00
2551, 33.23, 36.05, 1097626.00
2552, 33.21, 36.07, 1097860.00
2552, 33.21, 36.07, 1097805.00
2553, 33.21, 36.05, 1097780.00
2554, 33.21, 35.97, 1097766.00
2555, 33.25, 35.97, 1097755.00
2556, 33.25, 35.99, 1097790.00
2557, 33.21, 35.91, 1097756.00
2557, 33.23, 36.09, 1097749.00
2558, 33.21, 36.09, 1097664.00
2559, 33.21, 36.15, 1097602.00
2560, 33.23, 36.07, 1097705.00
2561, 33.21, 35.93, 1097690.00
2562, 33.25, 36.13, 1097679.00
2562, 33.19, 36.09, 1097736.00
2563, 33.21, 36.05, 1097539.00
2564, 33.21, 35.93, 1097667.00
2565, 33.19, 35.85, 1097700.00
2566, 33.21, 35.99, 1097794.00
2567, 33.19, 35.99, 1097693.00
2567, 33.19, 35.93, 1097700.00
2568, 33.19, 35.93, 1097724.00
2569, 33.23, 35.97, 1097717.00
2570, 33.19, 35.91, 1097682.00
2571, 33.17, 35.75, 1097723.00
2572, 33.19, 35.89, 1097731.00
2572, 33.15, 35.89, 1097786.00
2573, 33.17, 35.91, 1097702.00
2574, 33.15, 35.89, 1097815.00
2575, 33.17, 35.89, 1097714.00
2576, 33.15, 35.89, 1097790.00
2577, 33.15, 35.89, 1097707.00
2577, 33.17, 35.91, 1097697.00
2578, 33.17, 35.91, 1097659.00
2579, 33.21, 35.91, 1097771.00
2580, 33.15, 35.85, 1097721.00
2581, 33.17, 35.89, 1097717.00
2582, 33.15, 35.85, 1097673.00
2582, 33.15, 35.71, 1097750.00
2583, 33.17, 35.71, 1097714.00
2584, 33.13, 35.83, 1097592.00
2585, 33.15, 35.85, 1097729.00
2586, 33.13, 35.89, 1097735.00
2587, 33.15, 35.83, 1097681.00
2588, 33.15, 35.77, 1097777.00
2588, 33.11, 35.89, 1097820.00
2589, 33.15, 35.81, 1097640.00
2590, 33.15, 35.71, 1097657.00
2591, 33.15, 35.69, 1097689.00
2592, 33.13, 35.75, 1097756.00
2593, 33.15, 35.83, 1097735.00
2593, 33.13, 35.81, 1097715.00
2594, 33.11, 35.71, 1097669.00
2595, 33.13, 35.69, 1097678.00
2596, 33.13, 35.67, 1097724.00
2597, 33.11, 35.59, 1097677.00
2598, 33.11, 35.63, 1097686.00
2598, 33.11, 35.71, 1097649.00
2599, 33.07, 35.71, 1097638.00
2600, 33.11, 35.83, 1097638.00
2601, 33.07, 35.83, 1097645.00
2602, 33.15, 35.97, 1097577.00
2603, 33.11, 35.85, 1097697.00
2603, 33.11, 35.85, 1097763.00
2604, 33.11, 35.75, 1097781.00
2605, 33.07, 35.67, 1097685.00
2606, 33.11, 35.67, 1097644.00
2607, 33.11, 35.69, 1097678.00
2608, 33.13, 35.67, 1097550.00
2608, 33.07, 35.63, 1097556.00
2609, 33.07, 35.69, 1097443.00
2610, 33.07, 35.63, 1097544.00
2611, 33.05, 35.67, 1097485.00
2612, 33.07, 35.71, 1097509.00
2613, 33.07, 35.77, 1097554.00
2613, 33.05, 35.69, 1097753.00
2614, 33.07, 35.81, 1097842.00
2615, 33.07, 35.69, 1097885.00
2616, 33.05, 35.63, 1097932.00
2617, 33.11, 35.71, 1097959.00
2618, 33.05, 35.61, 1097872.00
2618, 33.05, 35.61, 1097952.00
2619, 33.05, 35.59, 1097926.00
2620, 33.07, 35.59, 1097908.00
2621, 33.07, 35.81, 1097961.00
2622, 33.05, 35.59, 1097922.00
2623, 33.07, 35.51, 1097810.00
2623, 33.03, 35.61, 1097937.00
2624, 33.11, 35.59, 1097887.00
2625, 33.05, 35.53, 1097984.00
2626, 33.05, 35.47, 1097857.00
2627, 33.05, 35.53, 1097921.00
2628, 33.01, 35.51, 1098008.00
2628, 33.03, 35.53, 1095777.00
2629, 33.05, 35.47, 1097416.00
2630, 33.03, 35.47, 1097818.00
2631, 32.99, 35.51, 1097870.00
2632, 33.01, 35.47, 1097848.00
2633, 33.03, 35.47, 1097861.00
2633, 33.01, 35.43, 1097841.00
2634, 33.03, 35.45, 1097888.00
2635, 33.01, 35.39, 1097631.00
2636, 32.99, 35.43, 1097451.00
2637, 32.99, 35.45, 1098282.00
2638, 33.01, 35.47, 1097749.00
2638, 33.03, 35.45, 1097927.00
2639, 32.99, 35.39, 1097872.00
2640, 33.01, 35.39, 1097910.00
2641, 32.99, 35.39, 1097858.00
2642, 32.97, 35.39, 1097802.00
2643, 32.99, 35.43, 1097892.00
2644, 33.01, 35.47, 1097972.00
2644, 32.97, 35.53, 1097976.00
2645, 32.99, 35.43, 1097919.00
2646, 32.97, 35.43, 1097946.00
2647, 32.99, 35.45, 1097843.00
2648, 32.97, 35.43, 1097798.00
2649, 32.99, 35.31, 1097718.00
2649, 32.97, 35.37, 1097794.00
2650, 32.97, 35.37, 1097929.00
2651, 32.95, 35.35, 1097877.00
2652, 32.95, 35.27, 1097712.00
2653, 32.97, 35.31, 1097791.00
2654, 32.95, 35.23, 1097867.00
2654, 32.95, 35.27, 1097831.00
2655, 32.93, 35.21, 1097794.00
2656, 32.95, 35.29, 1097783.00
2657, 32.95, 35.29, 1097690.00
2658, 32.93, 35.31, 1097836.00
2659, 32.93, 35.37, 1097847.00
2659, 32.93, 35.37, 1097764.00
2660, 32.95, 35.39, 1097922.00
2661, 32.91, 35.31, 1097786.00
2662, 32.91, 35.31, 1097844.00
2663, 32.95, 35.37, 1097782.00
2664, 32.93, 35.35, 1097851.00
2664, 32.89, 35.37, 1097824.00
2665, 32.93, 35.37, 1097848.00
2666, 32.93, 35.45, 1097912.00
2667, 32.95, 35.39, 1097906.00
2668, 32.93, 35.51, 1097793.00
2669, 32.93, 35.37, 1097870.00
2669, 32.93, 35.35, 1097705.00
2670, 32.95, 35.37, 1097948.00
2671, 32.93, 35.35, 1097921.00
2672, 32.93, 35.39, 1097853.00
2673, 32.95, 35.39, 1097814.00
2674, 32.93, 35.39, 1097889.00
2674, 32.89, 35.51, 1097924.00
2675, 32.93, 35.39, 1097925.00
2676, 32.93, 35.39, 1097997.00
2677, 32.93, 35.35, 1097945.00
2678, 32.93, 35.27, 1097819.00
2679, 32.91, 35.31, 1097975.00
2679, 32.93, 35.31, 1097968.00
2680, 32.93, 35.31, 1097944.00
2681, 32.93, 35.35, 1097916.00
2682, 32.93, 35.31, 1097851.00
2683, 32.93, 35.27, 1097927.00
2684, 32.93, 35.31, 1097789.00
2684, 32.89, 35.35, 1097862.00
2685, 32.95, 35.31, 1097894.00
2686, 32.93, 35.27, 1097906.00
2687, 32.93, 35.31, 1097933.00
2688, 32.91, 35.35, 1097911.00
2689, 32.93, 35.31, 1098061.00
2689, 32.93, 35.27, 1097921.00
2690, 32.85, 35.19, 1097848.00
2691, 32.91, 35.27, 1097977.00
2692, 32.89, 35.23, 1097857.00
2693, 32.89, 35.19, 1097832.00
2694, 32.89, 35.21, 1097948.00
2695, 32.93, 35.23, 1097750.00
2695, 32.85, 35.21, 1097892.00
2696, 32.89, 35.19, 1097866.00
2697, 32.89, 35.21, 1097841.00
2698, 32.89, 35.27, 1097890.00
2699, 32.89, 35.29, 1097922.00
2700, 32.89, 35.23, 1097867.00
2700, 32.89, 35.09, 1097818.00
2701, 32.85, 35.09, 1097867.00
2702, 32.85, 35.05, 1097852.00
2703, 32.85, 35.05, 1097935.00
2704, 32.83, 35.13, 1097801.00
2705, 32.85, 35.13, 1097890.00
2705, 32.85, 35.15, 1097813.00
2706, 32.91, 35.15, 1097862.00
2707, 32.81, 35.05, 1097721.00
2708, 32.89, 35.05, 1097851.00
2709, 32.89, 35.09, 1097693.00
2710, 32.83, 35.23, 1097776.00
2710, 32.85, 35.15, 1097744.00
2711, 32.83, 35.23, 1097776.00
2712, 32.85, 35.29, 1097785.00
2713, 32.85, 35.27, 1097796.00
2714, 32.83, 35.15, 1097761.00
2715, 32.81, 35.21, 1097888.00
2715, 32.83, 35.23, 1097771.00
2716, 32.83, 35.21, 1097755.00
2717, 32.85, 35.29, 1097769.00
2718, 32.85, 35.27, 1097809.00
2719, 32.85, 35.27, 1097810.00
2720, 32.83, 35.13, 1097764.00
2720, 32.83, 35.19, 1097881.00
2721, 32.81, 35.13, 1097889.00
2722, 32.83, 35.01, 1097716.00
2723, 32.85, 35.07, 1097734.00
2724, 32.83, 35.21, 1097789.00
2725, 32.85, 35.19, 1097941.00
2725, 32.83, 35.09, 1097754.00
2726, 32.85, 35.07, 1097805.00
2727, 32.81, 35.09, 1097903.00
2728, 32.81, 35.13, 1097830.00
2729, 32.81, 35.09, 1097904.00
2730, 32.81, 35.01, 1097824.00
2730, 32.85, 34.99, 1097853.00
2731, 32.81, 34.93, 1097815.00
2732, 32.81, 34.91, 1097930.00
2733, 32.81, 34.99, 1097763.00
2734, 32.85, 34.99, 1097964.00
2735, 32.79, 34.91, 1097983.00
2735, 32.81, 34.85, 1097744.00
2736, 32.81, 34.93, 1097732.00
2737, 32.77, 34.91, 1097791.00
2738, 32.81, 34.85, 1097783.00
2739, 32.77, 34.89, 1097895.00
2740, 32.79, 35.05, 1097863.00
2740, 32.77, 35.05, 1097851.00
2741, 32.83, 34.93, 1097956.00
2742, 32.81, 34.83, 1097907.00
2743, 32.79, 34.91, 1097871.00
2744, 32.75, 35.05, 1097783.00
2745, 32.77, 34.91, 1097877.00
2746, 32.77, 34.83, 1097933.00
2746, 32.77, 34.77, 1097739.00
2747, 32.79, 34.81, 1097787.00
2748, 32.77, 34.77, 1097855.00
2749, 32.77, 34.83, 1097868.00
2750, 32.73, 34.81, 1097837.00
2751, 32.75, 34.81, 1097820.00
2751, 32.77, 34.83, 1097760.00
2752, 32.75, 34.85, 1097908.00
2753, 32.75, 34.89, 1097904.00
2754, 32.71, 34.81, 1097811.00
2755, 32.77, 34.83, 1097815.00
2756, 32.75, 34.85, 1097943.00
2756, 32.71, 34.83, 1097878.00
2757, 32.75, 34.91, 1097763.00
2758, 32.75, 34.99, 1097845.00
2759, 32.77, 35.01, 1097852.00
2760, 32.77, 34.99, 1097732.00
2761, 32.73, 34.45, 1097801.00
2761, 32.73, 34.37, 1097811.00
2762, 32.71, 34.53, 1097825.00
2763, 32.69, 34.67, 1097699.00
2764, 32.71, 34.75, 1097806.00
2765, 32.71, 34.71, 1097768.00
2766, 32.69, 34.71, 1097907.00
2766, 32.67, 34.71, 1097777.00
2767, 32.73, 34.77, 1097883.00
